Date,Gen Guide Bearing Temp,Gen Thrust Bearing Temperature
6/2/2005,71,74
7/2/2005,71,73
8/2/2005,71,73
9/2/2005,71,73
10/2/2005,71,73
11/2/2005,71,73
12/2/2005,71,73
13/2/2005,71,72
14/2/2005,71,72
15/2/2005,71,72
16/2/2005,71,73
17/2/2005,71,73
18/2/2005,71,74
19/2/2005,71,74
20/2/2005,72,74
21/2/2005,71,74
22/2/2005,71,73
23/2/2005,72,74
24/2/2005,72,74
25/2/2005,72,74
26/2/2005,72,74
27/2/2005,72,74
28/2/2005,72,74
1/3/2005,72,74
2/3/2005,72,74
3/3/2005,71,74
4/3/2005,71,74
5/3/2005,72,74
6/3/2005,72,74
7/3/2005,72,74
8/3/2005,72,74
9/3/2005,72,74
10/3/2005,72,74
11/3/2005,72,74
12/3/2005,72,74
13/3/2005,72,74
14/3/2005,72,74
15/3/2005,72,74
16/3/2005,72,74
17/3/2005,72,74
18/3/2005,72,73
19/3/2005,72,74
20/3/2005,72,74
21/3/2005,72,74
22/3/2005,72,74
23/3/2005,72,74
24/3/2005,72,74
25/3/2005,72,74
26/3/2005,72,74
27/3/2005,72,74
28/3/2005,72,74
29/3/2005,72,74
30/3/2005,72,74
31/3/2005,74,74
1/4/2005,72,74
2/4/2005,72,74
3/4/2005,73,74
4/4/2005,73,74
5/4/2005,73,74
6/4/2005,73,74
7/4/2005,73,74
8/4/2005,72,74
9/4/2005,73,74
10/4/2005,72,74
11/4/2005,72,74
12/4/2005,72,74
13/4/2005,72,74
14/4/2005,72,74
15/4/2005,73,74
16/4/2005,72,74
17/4/2005,72,74
18/4/2005,72,74
19/4/2005,73,74
20/4/2005,72,74
21/4/2005,72,74
22/4/2005,73,74
23/4/2005,73,74
24/4/2005,72,72
25/4/2005,72,72
26/4/2005,72,71
27/4/2005,72,72
28/4/2005,72,72
29/4/2005,72,74
30/4/2005,73,74
1/5/2005,73,75
2/5/2005,73,74
3/5/2005,74,74
4/5/2005,73,74
5/5/2005,73,74
6/5/2005,74,74
7/5/2005,74,74
8/5/2005,74,74
9/5/2005,74,74
10/5/2005,74,74
11/5/2005,73,74
12/5/2005,73,74
13/5/2005,73,74
14/5/2005,74,74
15/5/2005,74,74
16/5/2005,74,74
17/5/2005,74,75
18/5/2005,74,75
19/5/2005,72,75
20/5/2005,72,74
21/5/2005,72,74
22/5/2005,72,74
23/5/2005,72,74
24/5/2005,72,75
25/5/2005,72,75
26/5/2005,72,75
27/5/2005,73,75
28/5/2005,73,75
29/5/2005,73,75
30/5/2005,73,75
31/5/2005,73,76
1/6/2005,73,76
2/6/2005,74,76
3/6/2005,74,76
4/6/2005,73,75
5/6/2005,73,76
6/6/2005,73,76
7/6/2005,74,76
8/6/2005,74,77
9/6/2005,74,75
10/6/2005,74,77
11/6/2005,74,77
12/6/2005,74,77
13/6/2005,74,76
14/6/2005,73,76
15/6/2005,73,75
16/6/2005,74,74
17/6/2005,73,73
18/6/2005,73,74
19/6/2005,74,76
20/6/2005,74,76
21/6/2005,74,77
22/6/2005,74,77
23/6/2005,75,77
24/6/2005,74,77
25/6/2005,74,77
26/6/2005,74,77
27/6/2005,74,74
28/6/2005,74,77
29/6/2005,75,75
30/6/2005,75,77
1/7/2005,74.5,77
2/7/2005,75,77
3/7/2005,75,76
4/7/2005,74,76
5/7/2005,73,74
6/7/2005,72,74
7/7/2005,73,75
8/7/2005,72,74
9/7/2005,73,75
10/7/2005,73,75
11/7/2005,73,75
12/7/2005,73,75
13/7/2005,73,75
14/7/2005,72,75
15/7/2005,72,76
16/7/2005,72,76
17/7/2005,73,76
18/7/2005,73,76
19/7/2005,73,76
20/7/2005,73,76
21/7/2005,74,76
22/7/2005,73,76
23/7/2005,73,76
24/7/2005,73,75
25/7/2005,73,75
26/7/2005,73,75
27/7/2005,73,74
28/7/2005,73,74
29/7/2005,73,74
30/7/2005,73,75
31/7/2005,73,75
1/8/2005,73,75
2/8/2005,73,71
3/8/2005,73,69
4/8/2005,73,76
5/8/2005,74,75
6/8/2005,73,75
7/8/2005,73,75
8/8/2005,73,75
9/8/2005,73,75
10/8/2005,73,75
11/8/2005,73,75
12/8/2005,73,75
13/8/2005,73,75
14/8/2005,73,75
15/8/2005,73,75
16/8/2005,73,75
17/8/2005,73,75
18/8/2005,73,75
19/8/2005,73,74
20/8/2005,73,74
21/8/2005,73,74
22/8/2005,73,74
23/8/2005,73,74
24/8/2005,73,75
25/8/2005,73,75
26/8/2005,73,75
27/8/2005,72,74
28/8/2005,72,73
29/8/2005,72,74
30/8/2005,72,74
31/8/2005,72,74
1/9/2005,72,73
2/9/2005,73,74
3/9/2005,72,72
4/9/2005,72,74
5/9/2005,72,73
6/9/2005,72,74
7/9/2005,72,74
8/9/2005,73,74
9/9/2005,73,74
10/9/2005,73,74
11/9/2005,73,74
12/9/2005,73,74
13/9/2005,72,74
14/9/2005,72,73
15/9/2005,73,73
16/9/2005,73,73
17/9/2005,73,73
18/9/2005,73,74
19/9/2005,73,74
20/9/2005,73,74
21/9/2005,72,74
22/9/2005,72,74
23/9/2005,72,73
24/9/2005,72,74
25/9/2005,72,73
26/9/2005,72,73
27/9/2005,76,73
28/9/2005,72,74
29/9/2005,72,73
30/9/2005,72,73
1/10/2005,72,73
2/10/2005,73,73
3/10/2005,72,73
4/10/2005,72,73
5/10/2005,73,73
6/10/2005,72,72
7/10/2005,72,72
8/10/2005,72,73
9/10/2005,72,73
10/10/2005,72,73
11/10/2005,72,72
12/10/2005,72,73
13/10/2005,72,73
14/10/2005,72,73
15/10/2005,72,73
16/10/2005,72,72
17/10/2005,71,67
18/10/2005,72,73
19/10/2005,72,72
20/10/2005,71,72
21/10/2005,72,72
22/10/2005,72,73
23/10/2005,72,73
24/10/2005,72,73
25/10/2005,72,74
26/10/2005,71,73
27/10/2005,71,73
28/10/2005,72,73
29/10/2005,71,73
30/10/2005,71,73
31/10/2005,72,73
1/11/2005,72,73
2/11/2005,72,73
3/11/2005,72,73
4/11/2005,72,73
5/11/2005,72,73
6/11/2005,71,73
7/11/2005,71,73
8/11/2005,71,73
9/11/2005,72,73
10/11/2005,72,73
11/11/2005,72,73
12/11/2005,72,73
13/11/2005,71,73
14/11/2005,71,73
15/11/2005,72,73
16/11/2005,,
17/11/2005,,
18/11/2005,,
19/11/2005,,
20/11/2005,,
21/11/2005,,
22/11/2005,,
23/11/2005,,
24/11/2005,,
25/11/2005,,
26/11/2005,,
27/11/2005,,
28/11/2005,,
29/11/2005,,
30/11/2005,,
1/12/2005,,
2/12/2005,,
3/12/2005,,
4/12/2005,,
5/12/2005,,
6/12/2005,,
7/12/2005,,
8/12/2005,,
9/12/2005,,
10/12/2005,,
11/12/2005,,
12/12/2005,,
13/12/2005,,
14/12/2005,,
15/12/2005,,
16/12/2005,,
17/12/2005,,
18/12/2005,,
19/12/2005,,
20/12/2005,,
21/12/2005,,
22/12/2005,,
23/12/2005,,
24/12/2005,,
25/12/2005,,
26/12/2005,,
27/12/2005,,
28/12/2005,,
29/12/2005,,
30/12/2005,,
31/12/2005,,
1/1/2006,,
2/1/2006,,
3/1/2006,,
4/1/2006,,
5/1/2006,,
6/1/2006,,
7/1/2006,,
8/1/2006,,
9/1/2006,,
10/1/2006,,
11/1/2006,,
12/1/2006,,
13/1/2006,,
14/1/2006,,
15/1/2006,,
16/1/2006,,
17/1/2006,,
18/1/2006,,
19/1/2006,,
20/1/2006,,
21/1/2006,,
22/1/2006,,
23/1/2006,,
24/1/2006,,
25/1/2006,,
26/1/2006,,
27/1/2006,,
28/1/2006,,
29/1/2006,,
30/1/2006,,
31/1/2006,,
1/3/2006,60,66
2/3/2006,63,66
3/3/2006,63,66
4/3/2006,63,63
5/3/2006,63,63
6/3/2006,63,63
7/3/2006,63,66
8/3/2006,63,63
9/3/2006,63,67
10/3/2006,63,67
11/3/2006,64,67
12/3/2006,63,66
13/3/2006,63,67
14/3/2006,63,66
15/3/2006,64,66
16/3/2006,64,67
17/3/2006,64,67
18/3/2006,64,68
19/3/2006,64,67
20/3/2006,64,68
21/3/2006,64,68
22/3/2006,64,68
23/3/2006,64,63
24/3/2006,67,64
25/3/2006,64,63
26/3/2006,64,63
27/3/2006,64,67
28/3/2006,64,67
29/3/2006,64,67
30/3/2006,65,68
31/3/2006,65,67
1/4/2006,65,68
2/4/2006,64,67
3/4/2006,64,62
4/4/2006,64,62
5/4/2006,64,62
6/4/2006,64,64
7/4/2006,64,68
8/4/2006,64,67
9/4/2006,64,67
10/4/2006,64,67
11/4/2006,64,67
12/4/2006,64,65
13/4/2006,64,67
14/4/2006,65,66
15/4/2006,65,64
16/4/2006,65,68
17/4/2006,65,67
18/4/2006,65,64
19/4/2006,65,64
20/4/2006,65,63
21/4/2006,65,63
22/4/2006,65,63
23/4/2006,64,66
24/4/2006,64,67
25/4/2006,65,63
26/4/2006,64,63
27/4/2006,64,66
28/4/2006,64,67
29/4/2006,64,67
30/4/2006,64,66
1/5/2006,64,68
2/5/2006,64,67
3/5/2006,64,63
4/5/2006,64,67
5/5/2006,64,67
6/5/2006,64,68
7/5/2006,64,68
8/5/2006,64,65
9/5/2006,64,64
10/5/2006,64,67
11/5/2006,64,67
12/5/2006,64,67
13/5/2006,65,67
14/5/2006,65,66
15/5/2006,65,67
16/5/2006,65,67
17/5/2006,65,68
18/5/2006,65,67
19/5/2006,65,67
20/5/2006,65,68
21/5/2006,66,69
22/5/2006,66,69
23/5/2006,66,68
24/5/2006,66,69
25/5/2006,66,69
26/5/2006,66,69
27/5/2006,66,67
28/5/2006,66,69
29/5/2006,67,69
30/5/2006,66,69
31/5/2006,67,69
1/6/2006,67,69
2/6/2006,67,68
3/6/2006,67,69
4/6/2006,67,69
5/6/2006,67,70
6/6/2006,67,70
7/6/2006,67,71
8/6/2006,68,71
9/6/2006,68,66
10/6/2006,68,66
11/6/2006,68,69
12/6/2006,69,71
13/6/2006,69,71
14/6/2006,69,71
15/6/2006,69,71
16/6/2006,68,69
17/6/2006,67,69
18/6/2006,67,69
19/6/2006,67,69
20/6/2006,68,70
21/6/2006,68,70
22/6/2006,68,71
23/6/2006,69,71
24/6/2006,69,72
25/6/2006,68,70
26/6/2006,69,70
27/6/2006,69,71
28/6/2006,69,72
29/6/2006,69,72
30/6/2006,69,73
1/7/2006,69,72
2/7/2006,69,71
3/7/2006,69,71
4/7/2006,69,71
5/7/2006,68,69
6/7/2006,67,68
7/7/2006,67,69
8/7/2006,67,69
9/7/2006,67,69
10/7/2006,67,69
11/7/2006,67,69
12/7/2006,67,69
13/7/2006,66,69
14/7/2006,66,69
15/7/2006,66,69
16/7/2006,66,69
17/7/2006,66,69
18/7/2006,66,69
19/7/2006,66,69
20/7/2006,66,69
21/7/2006,66,69
22/7/2006,66,69
23/7/2006,66,69
24/7/2006,66,65
25/7/2006,66,69
26/7/2006,66,70
27/7/2006,66,70
28/7/2006,66,69
29/7/2006,66,69
30/7/2006,66,69
31/7/2006,66,69
1/8/2006,66,69
2/8/2006,66,69
3/8/2006,66,69
4/8/2006,66,69
5/8/2006,66,69
6/8/2006,65,68
7/8/2006,66,69
8/8/2006,66,69
9/8/2006,65,69
10/8/2006,65,69
11/8/2006,65,68
12/8/2006,,
13/8/2006,,
14/8/2006,65,65
15/8/2006,65,69
16/8/2006,65,69
17/8/2006,65,69
18/8/2006,65,69
19/8/2006,65,69
20/8/2006,65,70
21/8/2006,65,69
22/8/2006,65,70
23/8/2006,65,70
24/8/2006,65,70
25/8/2006,65,70
26/8/2006,65,70
27/8/2006,65,69
28/8/2006,65,69
29/8/2006,65,68
30/8/2006,65,66
31/8/2006,65,69
1/9/2006,65,70
2/9/2006,65,70
3/9/2006,65,70
4/9/2006,65,70
5/9/2006,65,70
6/9/2006,65,70
7/9/2006,65,70
8/9/2006,65,69
9/9/2006,65,69
10/9/2006,65,69
11/9/2006,65,69
12/9/2006,65,70
13/9/2006,65,69
14/9/2006,65,68
15/9/2006,65,68
16/9/2006,66,68
17/9/2006,65,67
18/9/2006,65,70
19/9/2006,65,69
20/9/2006,65,69
21/9/2006,65,69
22/9/2006,65,69
23/9/2006,65,69
24/9/2006,65,69
25/9/2006,65,69
26/9/2006,65,69
27/9/2006,65,69
28/9/2006,65,69
29/9/2006,65,68
30/9/2006,65,69
1/10/2006,66,69
2/10/2006,66,69
3/10/2006,66,69
4/10/2006,65,69
5/10/2006,64,69
6/10/2006,64,68
7/10/2006,64,65
8/10/2006,65,65
9/10/2006,66,66
10/10/2006,65,68
11/10/2006,65,68
12/10/2006,65,69
13/10/2006,65,69
14/10/2006,65,69
15/10/2006,65,69
16/10/2006,65,69
17/10/2006,65,69
18/10/2006,65,69
19/10/2006,65,69
20/10/2006,65,69
21/10/2006,65,68
22/10/2006,65,68
23/10/2006,65,69
24/10/2006,65,68
25/10/2006,65,68
26/10/2006,65,69
27/10/2006,65,69
28/10/2006,65,69
29/10/2006,65,69
30/10/2006,65,69
31/10/2006,65,68
1/11/2006,65,68
2/11/2006,65,68
3/11/2006,65,68
4/11/2006,65,69
5/11/2006,65,69
6/11/2006,66,66
7/11/2006,66,66
8/11/2006,66,67
9/11/2006,66,67
10/11/2006,66,63
11/11/2006,66,68
12/11/2006,66,66
13/11/2006,66,69
14/11/2006,66,69
15/11/2006,66,69
16/11/2006,66,68
17/11/2006,66,69
18/11/2006,66,69
19/11/2006,66,69
20/11/2006,66,68
21/11/2006,66,68
22/11/2006,66,68
23/11/2006,66,66
24/11/2006,66,66
25/11/2006,66,69
26/11/2006,66,69
27/11/2006,66,69
28/11/2006,66,68
29/11/2006,66,68
30/11/2006,66,69
1/12/2006,66,69
2/12/2006,66,69
3/12/2006,66,68
4/12/2006,66,68
5/12/2006,66,68
6/12/2006,66,67
7/12/2006,66,69
8/12/2006,66,68
9/12/2006,65,66
10/12/2006,65,68
11/12/2006,65,68
12/12/2006,65,67
13/12/2006,65,67
14/12/2006,65,68
15/12/2006,65,68
16/12/2006,65,68
17/12/2006,66,68
18/12/2006,65,67
19/12/2006,66,67
20/12/2006,66,68
21/12/2006,66,68
22/12/2006,66,68
23/12/2006,66,68
24/12/2006,66,67
25/12/2006,65,68
26/12/2006,66,68
27/12/2006,66,68
28/12/2006,66,68
29/12/2006,66,68
30/12/2006,66,68
31/12/2006,65,68
1/1/2007,68,68
2/1/2007,65,68
3/1/2007,65,68
4/1/2007,65,67
5/1/2007,65,67
6/1/2007,65,67
7/1/2007,65,66
8/1/2007,65,67
9/1/2007,65,68
10/1/2007,65,67
11/1/2007,65,67
12/1/2007,65,67
13/1/2007,65,67
14/1/2007,65,66
15/1/2007,65,67
16/1/2007,65,66
17/1/2007,65,67
18/1/2007,65,66
19/1/2007,65,67
20/1/2007,65,67
21/1/2007,65,65
22/1/2007,65,66
23/1/2007,65,67
24/1/2007,64,67
25/1/2007,64,67
26/1/2007,64,66
27/1/2007,64,67
28/1/2007,65,67
29/1/2007,65,67
30/1/2007,65,67
31/1/2007,65,67
1/2/2007,65,67
2/2/2007,66,67
3/2/2007,64,65
4/2/2007,64,67
5/2/2007,65,67
6/2/2007,64,67
7/2/2007,64,67
8/2/2007,64,67
9/2/2007,65,65
10/2/2007,,
11/2/2007,,
12/2/2007,64,67
13/2/2007,64,66
14/2/2007,64,67
15/2/2007,64,67
16/2/2007,64,67
17/2/2007,64,66
18/2/2007,64,67
19/2/2007,65,67
20/2/2007,64,67
21/2/2007,64,67
22/2/2007,65,67
23/2/2007,66,68
24/2/2007,66,68
25/2/2007,65,68
26/2/2007,65,68
27/2/2007,65,68
28/2/2007,65,67
1/3/2007,65,67
2/3/2007,65,67
3/3/2007,65,68
4/3/2007,65,68
5/3/2007,65,68
6/3/2007,65,68
7/3/2007,66,68
8/3/2007,65,68
9/3/2007,65,67
10/3/2007,65,67
11/3/2007,65,67
12/3/2007,65,67
13/3/2007,65,67
14/3/2007,65,68
15/3/2007,65,68
16/3/2007,65,68
17/3/2007,,
18/3/2007,66,68
19/3/2007,66,68
20/3/2007,66,68
21/3/2007,66,68
22/3/2007,66,68
23/3/2007,66,68
24/3/2007,66,68
25/3/2007,66,68
26/3/2007,66,67
27/3/2007,66,67
28/3/2007,66,68
29/3/2007,66,68
30/3/2007,66,68
31/3/2007,66,68
1/4/2007,67,68
2/4/2007,67,66
3/4/2007,,
4/4/2007,,
5/4/2007,,
6/4/2007,,
7/4/2007,,
8/4/2007,,
9/4/2007,,
10/4/2007,,
11/4/2007,,
12/4/2007,,
13/4/2007,,
14/4/2007,,
15/4/2007,,
16/4/2007,,
17/4/2007,,
18/4/2007,,
19/4/2007,,
20/4/2007,,
21/4/2007,59,67
22/4/2007,60,67
23/4/2007,61,68
24/4/2007,61,68
25/4/2007,61,67
26/4/2007,61,68
27/4/2007,61,68
28/4/2007,61,68
29/4/2007,61,69
30/4/2007,61,69
1/5/2007,62,69
2/5/2007,61,69
3/5/2007,62,69
4/5/2007,62,68
5/5/2007,62,68
6/5/2007,62,69
7/5/2007,63,69
8/5/2007,63,70
9/5/2007,63,70
10/5/2007,63,70
11/5/2007,63,67
12/5/2007,63,69
13/5/2007,64,70
14/5/2007,63,70
15/5/2007,63,69
16/5/2007,64,70
17/5/2007,64,69
18/5/2007,64,66
19/5/2007,64,70
20/5/2007,64,70
21/5/2007,64,70
22/5/2007,64,79
23/5/2007,64,69
24/5/2007,64,70
25/5/2007,64,70
26/5/2007,64,70
27/5/2007,64,70
28/5/2007,64,68
29/5/2007,65,68
30/5/2007,66,70
31/5/2007,65,70
1/6/2007,65,70
2/6/2007,65,69
3/6/2007,65,69
4/6/2007,65,69
5/6/2007,65,64
6/6/2007,65,64
7/6/2007,65,69
8/6/2007,65,69
9/6/2007,,
10/6/2007,,
11/6/2007,,
12/6/2007,,
13/6/2007,,
14/6/2007,61,69
15/6/2007,63,68
16/6/2007,63,68
17/6/2007,63,70
18/6/2007,63,70
19/6/2007,63,69
20/6/2007,63,70
21/6/2007,64,70
22/6/2007,64,70
23/6/2007,64,70
24/6/2007,63,68
25/6/2007,63,68
26/6/2007,63,71
27/6/2007,64,71
28/6/2007,63,71
29/6/2007,63,70
30/6/2007,63,71
1/7/2007,63,70
2/7/2007,64,70
3/7/2007,64,71
4/7/2007,64,71
5/7/2007,64,71
6/7/2007,64,70
7/7/2007,64,70
8/7/2007,64,70
9/7/2007,64,70
10/7/2007,63,65
11/7/2007,64,68
12/7/2007,64,69
13/7/2007,64,69
14/7/2007,64,68
15/7/2007,64,69
16/7/2007,64,67
17/7/2007,64,65
18/7/2007,64,69
19/7/2007,63,68
20/7/2007,63,67
21/7/2007,63,67
22/7/2007,63,68
23/7/2007,64,69
24/7/2007,63,68
25/7/2007,63,69
26/7/2007,63,69
27/7/2007,63,69
28/7/2007,63,69
29/7/2007,63,69
30/7/2007,63,69
31/7/2007,63,69
1/8/2007,63,69
2/8/2007,62,69
3/8/2007,63,69
4/8/2007,63,69
5/8/2007,62,69
6/8/2007,62,69
7/8/2007,62,69
8/8/2007,62,69
9/8/2007,62,67
10/8/2007,62,65
11/8/2007,62,65
12/8/2007,62,65
13/8/2007,62,65
14/8/2007,62,65
15/8/2007,62,65
16/8/2007,62,69
17/8/2007,62,69
18/8/2007,62,69
19/8/2007,62,69
20/8/2007,62,69
21/8/2007,62,69
22/8/2007,62,68
23/8/2007,62,68
24/8/2007,62,69
25/8/2007,62,69
26/8/2007,62,69
27/8/2007,62,69
28/8/2007,62,69
29/8/2007,62,69
30/8/2007,61,69
31/8/2007,61,69
1/9/2007,61,69
2/9/2007,61,69
3/9/2007,61,67
4/9/2007,61,67
5/9/2007,61,68
6/9/2007,61,69
7/9/2007,61,68
8/9/2007,61,69
9/9/2007,61,69
10/9/2007,61,67
11/9/2007,61,65
12/9/2007,61,65
13/9/2007,61,65
14/9/2007,61,65
15/9/2007,61,66
16/9/2007,61,66
17/9/2007,61,65
18/9/2007,61,65
19/9/2007,61,68
20/9/2007,61,69
21/9/2007,61,65
22/9/2007,61,66
23/9/2007,61,68
24/9/2007,61,68
25/9/2007,61,67
26/9/2007,61,69
27/9/2007,61,65
28/9/2007,61,65
29/9/2007,61,65
30/9/2007,61,65
1/10/2007,61,65
2/10/2007,61,65
3/10/2007,61,65
4/10/2007,61,65
5/10/2007,61,65
6/10/2007,60,64
7/10/2007,61,65
8/10/2007,61,64
9/10/2007,60,65
10/10/2007,60,64
11/10/2007,61,65
12/10/2007,61,68
13/10/2007,61,65
14/10/2007,61,65
15/10/2007,61,65
16/10/2007,61,66
17/10/2007,61,66
18/10/2007,61,68
19/10/2007,61,68
20/10/2007,60,68
21/10/2007,61,69
22/10/2007,61,69
23/10/2007,61,69
24/10/2007,61,69
25/10/2007,61,69
26/10/2007,61,69
27/10/2007,61,69
28/10/2007,61,69
29/10/2007,61,69
30/10/2007,61,68
31/10/2007,61,69
1/11/2007,61,67
2/11/2007,61,68
3/11/2007,61,66
4/11/2007,61,64
5/11/2007,61,69
6/11/2007,61,68
7/11/2007,61,68
8/11/2007,61,68
9/11/2007,61,68
10/11/2007,61,68
11/11/2007,61,68
12/11/2007,60,66
13/11/2007,61,68
14/11/2007,61,68
15/11/2007,61,68
16/11/2007,61,66
17/11/2007,61,67
18/11/2007,61,69
19/11/2007,61,69
20/11/2007,61,69
21/11/2007,61,69
22/11/2007,64,69
23/11/2007,64,69
24/11/2007,64,69
25/11/2007,63,69
26/11/2007,61,69
27/11/2007,61,69
28/11/2007,61,69
29/11/2007,61,69
30/11/2007,,
1/12/2007,61,68
2/12/2007,61,69
3/12/2007,61,68
4/12/2007,61,67
5/12/2007,61,66
6/12/2007,61,68
7/12/2007,61,68
8/12/2007,61,69
9/12/2007,61,69
10/12/2007,61,69
11/12/2007,61,67
12/12/2007,61,68
13/12/2007,61,68
14/12/2007,60,68
15/12/2007,61,68
16/12/2007,60,68
17/12/2007,60,68
18/12/2007,61,67
19/12/2007,61,67
20/12/2007,60,67
21/12/2007,61,68
22/12/2007,60,68
23/12/2007,61,68
24/12/2007,61,69
25/12/2007,60,68
26/12/2007,61,68
27/12/2007,61,68
28/12/2007,60,68
29/12/2007,60,68
30/12/2007,60,68
31/12/2007,61,68
1/1/2008,60,67
2/1/2008,60,67
3/1/2008,,
4/1/2008,59,64
5/1/2008,60,64
6/1/2008,60,65
7/1/2008,60,64
8/1/2008,60,67
9/1/2008,60,66
10/1/2008,60,67
11/1/2008,60,64
12/1/2008,60,67
13/1/2008,60,67
14/1/2008,60,67
15/1/2008,60,66
16/1/2008,60,65
17/1/2008,60,65
18/1/2008,60,65
19/1/2008,,
20/1/2008,60,68
21/1/2008,60,68
22/1/2008,60,69
23/1/2008,61,67
24/1/2008,60,68
25/1/2008,60,66
26/1/2008,60,68
27/1/2008,60,69
28/1/2008,60,69
29/1/2008,60,68
30/1/2008,61,68
31/1/2008,61,67
1/2/2008,60,68
2/2/2008,60,67
3/2/2008,60,66
4/2/2008,60,68
5/2/2008,61,67
6/2/2008,61,67
7/2/2008,61,69
8/2/2008,61,69
9/2/2008,61,69
10/2/2008,61,69
11/2/2008,61,69
12/2/2008,61,69
13/2/2008,61,69
14/2/2008,61,69
15/2/2008,60,68
16/2/2008,60,68
17/2/2008,61,69
18/2/2008,61,69
19/2/2008,61,69
20/2/2008,61,69
21/2/2008,61,69
22/2/2008,61,69
23/2/2008,61,69
24/2/2008,61,69
25/2/2008,61,69
26/2/2008,61,69
27/2/2008,61,69
28/2/2008,61,69
29/2/2008,61,69
1/3/2008,51,69
2/3/2008,61,69
3/3/2008,61,69
4/3/2008,61,69
5/3/2008,61,69
6/3/2008,61,69
7/3/2008,61,69
8/3/2008,61,69
9/3/2008,61,69
10/3/2008,61,68
11/3/2008,61,69
12/3/2008,61,69
13/3/2008,61,69
14/3/2008,61,69
15/3/2008,61,69
16/3/2008,61,69
17/3/2008,61,70
18/3/2008,61,70
19/3/2008,61,70
20/3/2008,61,70
21/3/2008,61,70
22/3/2008,61,70
23/3/2008,61,70
24/3/2008,61,70
25/3/2008,61,70
26/3/2008,61,70
27/3/2008,61,70
28/3/2008,61,69
29/3/2008,61,70
30/3/2008,61,69
31/3/2008,61,70
1/4/2008,61,70
2/4/2008,61,70
3/4/2008,61,70
4/4/2008,61,70
5/4/2008,61,70
6/4/2008,61,70
7/4/2008,61,70
8/4/2008,61,70
9/4/2008,61,70
10/4/2008,61,70
11/4/2008,61,70
12/4/2008,61,70
13/4/2008,61,70
14/4/2008,61,70
15/4/2008,61,70
16/4/2008,61,70
17/4/2008,61,70
18/4/2008,61,70
19/4/2008,62,70
20/4/2008,62,70
21/4/2008,62,70
22/4/2008,62,70
23/4/2008,62,70
24/4/2008,62,70
25/4/2008,62,70
26/4/2008,62,70
27/4/2008,63,70
28/4/2008,63,70
29/4/2008,62,70
30/4/2008,63,70
1/5/2008,63,70
2/5/2008,62,70
3/5/2008,62,70
4/5/2008,62,70
5/5/2008,62,70
6/5/2008,62,70
7/5/2008,63,70
8/5/2008,63,70
9/5/2008,63,70
10/5/2008,63,70
11/5/2008,63,70
12/5/2008,63,70
13/5/2008,63,70
14/5/2008,63,70
15/5/2008,63,70
16/5/2008,63,70
17/5/2008,63,70
18/5/2008,63,70
19/5/2008,63,70
20/5/2008,63,69
21/5/2008,63,70
22/5/2008,63,70
23/5/2008,63,70
24/5/2008,67,70
25/5/2008,64,70
26/5/2008,64,70
27/5/2008,64,70
28/5/2008,,
29/5/2008,,
30/5/2008,65,69
31/5/2008,64,71
1/6/2008,64,70
2/6/2008,64,70
3/6/2008,65,70
4/6/2008,64,70
5/6/2008,64,69
6/6/2008,64,70
7/6/2008,64,70
8/6/2008,,
9/6/2008,64,70
10/6/2008,64,69
11/6/2008,64,70
12/6/2008,64,70
13/6/2008,65,70
14/6/2008,65,70
15/6/2008,64,69
16/6/2008,63,69
17/6/2008,63,69
18/6/2008,63,70
19/6/2008,62,69
20/6/2008,62,69
21/6/2008,63,69
22/6/2008,63,69
23/6/2008,64,70
24/6/2008,63,70
25/6/2008,63,70
26/6/2008,63,70
27/6/2008,64,69
28/6/2008,64,68
29/6/2008,64,69
30/6/2008,64,69
1/7/2008,64,70
2/7/2008,63,67
3/7/2008,61,68
4/7/2008,63,69
5/7/2008,64,70
6/7/2008,64,70
7/7/2008,64,70
8/7/2008,65,70
9/7/2008,65,68
10/7/2008,65,70
11/7/2008,65,70
12/7/2008,65,70
13/7/2008,66,70
14/7/2008,66,70
15/7/2008,66,70
16/7/2008,66,70
17/7/2008,66,70
18/7/2008,66,70
19/7/2008,66,71
20/7/2008,66,70
21/7/2008,66,71
22/7/2008,66,71
23/7/2008,66,71
24/7/2008,66,71
25/7/2008,66,71
26/7/2008,66,71
27/7/2008,66,71
28/7/2008,66,71
29/7/2008,66,71
30/7/2008,66,71
31/7/2008,66,72
1/8/2008,66,69
2/8/2008,66,67
3/8/2008,65,70
4/8/2008,65,68
5/8/2008,65,68
6/8/2008,65,68
7/8/2008,65,65
8/8/2008,65,63
9/8/2008,65,65
10/8/2008,64,68
11/8/2008,65,66
12/8/2008,64,64
13/8/2008,64,67
14/8/2008,64,61
15/8/2008,64,67
16/8/2008,64,65
17/8/2008,64,63
18/8/2008,64,63
19/8/2008,64,64
20/8/2008,64,61
21/8/2008,64,61
22/8/2008,64,66
23/8/2008,63,64
24/8/2008,64,63
25/8/2008,63,66
26/8/2008,63,67
27/8/2008,63,68
28/8/2008,64,66
29/8/2008,63,67
30/8/2008,63,68
31/8/2008,63,67
1/9/2008,63,67
2/9/2008,63,67
3/9/2008,63,68
4/9/2008,63,68
5/9/2008,63,67
6/9/2008,63,68
7/9/2008,63,68
8/9/2008,63,67
9/9/2008,63,67
10/9/2008,63,66
11/9/2008,63,67
12/9/2008,63,65
13/9/2008,63,65
14/9/2008,64,66
